学号,学期,学院,专业,互评成绩,综测成绩,GPA,GPA排名,综测排名,专业人数
202400546,2025-2026-2,汽车工程学院,机械设计制造及其自动化,82.9,88.8,3.09,6,6,66
202400547,2024-2025-1,汽车工程学院,机械设计制造及其自动化,80.6,79.7,3.58,47,47,66
202400547,2024-2025-2,汽车工程学院,机械设计制造及其自动化,90.1,74.2,3.3,37,37,66
202400547,2025-2026-1,汽车工程学院,机械设计制造及其自动化,89.4,89.4,3.88,44,44,66
202400547,2025-2026-2,汽车工程学院,机械设计制造及其自动化,86.4,87.2,3.69,51,51,66
202400548,2024-2025-1,汽车工程学院,机械设计制造及其自动化,76.9,87.9,3.0,44,44,66
202400548,2024-2025-2,汽车工程学院,机械设计制造及其自动化,93.3,73.6,3.66,8,8,66
202400548,2025-2026-1,汽车工程学院,机械设计制造及其自动化,94.1,87.4,3.33,7,7,66
202400548,2025-2026-2,汽车工程学院,机械设计制造及其自动化,87.1,73.8,3.39,48,48,66
202400549,2024-2025-1,汽车工程学院,机械设计制造及其自动化,91.6,95.2,3.09,34,34,66
202400549,2024-2025-2,汽车工程学院,机械设计制造及其自动化,92.6,76.8,3.58,33,33,66
202400549,2025-2026-1,汽车工程学院,机械设计制造及其自动化,73.3,75.2,2.9,43,43,66
202400549,2025-2026-2,汽车工程学院,机械设计制造及其自动化,91.3,72.2,2.89,49,49,66
202400550,2024-2025-1,汽车工程学院,机械设计制造及其自动化,75.0,75.6,3.95,51,51,66
202400550,2024-2025-2,汽车工程学院,机械设计制造及其自动化,93.1,76.6,3.02,35,35,66
202400550,2025-2026-1,汽车工程学院,机械设计制造及其自动化,74.4,85.4,2.87,38,38,66
202400550,2025-2026-2,汽车工程学院,机械设计制造及其自动化,76.1,69.4,2.94,61,61,66
202400551,2024-2025-1,汽车工程学院,机械设计制造及其自动化,82.2,87.9,3.77,40,40,66
202400551,2024-2025-2,汽车工程学院,机械设计制造及其自动化,90.3,81.1,2.98,32,32,66
202400551,2025-2026-1,汽车工程学院,机械设计制造及其自动化,80.1,91.1,2.9,31,31,66
202400551,2025-2026-2,汽车工程学院,机械设计制造及其自动化,75.1,87.0,3.58,38,38,66
202400552,2024-2025-1,汽车工程学院,机械设计制造及其自动化,88.1,83.8,3.03,46,46,66
202400552,2024-2025-2,汽车工程学院,机械设计制造及其自动化,81.3,95.1,3.55,42,42,66
202400552,2025-2026-1,汽车工程学院,机械设计制造及其自动化,74.1,82.8,3.5,31,31,66
202400552,2025-2026-2,汽车工程学院,机械设计制造及其自动化,94.7,95.7,2.72,59,59,66
202400553,2024-2025-1,汽车工程学院,机械设计制造及其自动化,94.9,82.3,3.53,26,26,66
202400553,2024-2025-2,汽车工程学院,机械设计制造及其自动化,81.7,68.1,3.85,7,7,66
202400553,2025-2026-1,汽车工程学院,机械设计制造及其自动化,80.6,69.6,2.82,24,24,66
202400553,2025-2026-2,汽车工程学院,机械设计制造及其自动化,86.2,69.4,3.23,28,28,66
202400554,2024-2025-1,汽车工程学院,机械设计制造及其自动化,92.2,79.6,3.86,22,22,66
202400554,2024-2025-2,汽车工程学院,机械设计制造及其自动化,94.6,90.5,3.62,63,63,66
202400554,2025-2026-1,汽车工程学院,机械设计制造及其自动化,92.3,76.0,3.63,11,11,66
202400554,2025-2026-2,汽车工程学院,机械设计制造及其自动化,75.0,78.7,3.15,8,8,66
202400555,2024-2025-1,汽车工程学院,机械设计制造及其自动化,84.5,76.6,3.23,27,27,66
202400555,2024-2025-2,汽车工程学院,机械设计制造及其自动化,78.5,75.1,3.79,31,31,66
202400555,2025-2026-1,汽车工程学院,机械设计制造及其自动化,90.5,89.8,3.49,47,47,66
202400555,2025-2026-2,汽车工程学院,机械设计制造及其自动化,75.8,91.7,3.65,56,56,66
202400556,2024-2025-1,汽车工程学院,机械设计制造及其自动化,75.1,70.6,3.42,43,43,66
202400556,2024-2025-2,汽车工程学院,机械设计制造及其自动化,79.8,75.1,3.43,25,25,66
202400556,2025-2026-1,汽车工程学院,机械设计制造及其自动化,70.7,78.2,3.56,59,59,66
202400556,2025-2026-2,汽车工程学院,机械设计制造及其自动化,87.2,95.8,3.99,15,15,66
202400557,2024-2025-1,汽车工程学院,机械设计制造及其自动化,94.4,84.1,2.77,23,23,66
202400557,2024-2025-2,汽车工程学院,机械设计制造及其自动化,81.7,77.7,3.3,24,24,66
202400557,2025-2026-1,汽车工程学院,机械设计制造及其自动化,74.0,91.2,3.45,61,61,66
202400557,2025-2026-2,汽车工程学院,机械设计制造及其自动化,85.7,92.4,3.27,1,1,66
202400558,2024-2025-1,汽车工程学院,机械设计制造及其自动化,88.8,92.5,3.19,22,22,66
202400558,2024-2025-2,汽车工程学院,机械设计制造及其自动化,84.0,85.9,3.31,26,26,66
202400558,2025-2026-1,汽车工程学院,机械设计制造及其自动化,84.3,75.2,3.12,35,35,66
202400558,2025-2026-2,汽车工程学院,机械设计制造及其自动化,88.1,80.8,3.83,45,45,66
202400559,2024-2025-1,汽车工程学院,机械设计制造及其自动化,90.0,72.0,3.48,4,4,66
202400559,2024-2025-2,汽车工程学院,机械设计制造及其自动化,75.2,89.2,3.64,50,50,66
202400559,2025-2026-1,汽车工程学院,机械设计制造及其自动化,77.9,85.1,3.18,41,41,66
202400559,2025-2026-2,汽车工程学院,机械设计制造及其自动化,85.6,78.4,3.74,17,17,66
202400560,2024-2025-1,汽车工程学院,机械设计制造及其自动化,76.7,82.1,4.0,34,34,66
202400560,2024-2025-2,汽车工程学院,机械设计制造及其自动化,70.9,87.9,3.45,66,66,66
202400560,2025-2026-1,汽车工程学院,机械设计制造及其自动化,83.8,69.5,3.15,12,12,66
202400560,2025-2026-2,汽车工程学院,机械设计制造及其自动化,87.7,69.1,2.94,21,21,66
202400561,2024-2025-1,汽车工程学院,机械设计制造及其自动化,91.6,90.3,2.71,9,9,66
202400561,2024-2025-2,汽车工程学院,机械设计制造及其自动化,82.4,87.6,3.12,12,12,66
202400561,2025-2026-1,汽车工程学院,机械设计制造及其自动化,90.3,68.7,3.4,7,7,66
202400561,2025-2026-2,汽车工程学院,机械设计制造及其自动化,88.5,80.8,3.02,34,34,66
202400562,2024-2025-1,汽车工程学院,机械设计制造及其自动化,91.1,75.9,2.77,47,47,66
202400562,2024-2025-2,汽车工程学院,机械设计制造及其自动化,80.2,73.3,3.2,62,62,66
202400562,2025-2026-1,汽车工程学院,机械设计制造及其自动化,87.8,95.2,3.74,38,38,66
202400562,2025-2026-2,汽车工程学院,机械设计制造及其自动化,94.6,69.7,3.78,31,31,66
202400563,2024-2025-1,汽车工程学院,机械设计制造及其自动化,81.7,72.8,3.97,14,14,66
202400563,2024-2025-2,汽车工程学院,机械设计制造及其自动化,76.3,70.0,2.76,33,33,66
202400563,2025-2026-1,汽车工程学院,机械设计制造及其自动化,71.7,94.2,3.87,9,9,66
202400563,2025-2026-2,汽车工程学院,机械设计制造及其自动化,81.9,92.2,3.6,66,66,66
202400564,2024-2025-1,汽车工程学院,机械设计制造及其自动化,92.0,91.0,3.81,13,13,66
202400564,2024-2025-2,汽车工程学院,机械设计制造及其自动化,89.6,83.8,3.37,59,59,66
202400564,2025-2026-1,汽车工程学院,机械设计制造及其自动化,80.5,90.1,3.65,56,56,66
202400564,2025-2026-2,汽车工程学院,机械设计制造及其自动化,90.0,82.7,2.74,55,55,66
202400565,2024-2025-1,汽车工程学院,机械设计制造及其自动化,81.9,78.7,3.15,28,28,66
202400565,2024-2025-2,汽车工程学院,机械设计制造及其自动化,85.0,84.8,3.36,23,23,66
202400565,2025-2026-1,汽车工程学院,机械设计制造及其自动化,89.3,89.4,3.65,21,21,66
202400565,2025-2026-2,汽车工程学院,机械设计制造及其自动化,78.8,95.7,3.24,56,56,66
202400566,2024-2025-1,汽车工程学院,机械设计制造及其自动化,80.1,94.6,3.08,41,41,66
202400566,2024-2025-2,汽车工程学院,机械设计制造及其自动化,72.7,84.2,2.96,41,41,66
202400566,2025-2026-1,汽车工程学院,机械设计制造及其自动化,92.5,77.0,3.97,41,41,66
202400566,2025-2026-2,汽车工程学院,机械设计制造及其自动化,78.5,74.0,3.74,3,3,66
202400567,2024-2025-1,汽车工程学院,机械设计制造及其自动化,75.6,72.5,2.96,20,20,66
202400567,2024-2025-2,汽车工程学院,机械设计制造及其自动化,85.6,81.3,2.74,3,3,66
202400567,2025-2026-1,汽车工程学院,机械设计制造及其自动化,92.7,89.7,2.87,34,34,66
202400567,2025-2026-2,汽车工程学院,机械设计制造及其自动化,74.0,82.3,3.94,53,53,66
202400568,2024-2025-1,汽车工程学院,机械设计制造及其自动化,89.2,74.7,3.66,64,64,66
202400568,2024-2025-2,汽车工程学院,机械设计制造及其自动化,82.6,91.0,2.97,48,48,66
202400568,2025-2026-1,汽车工程学院,机械设计制造及其自动化,76.8,71.2,2.79,16,16,66
202400568,2025-2026-2,汽车工程学院,机械设计制造及其自动化,78.4,85.6,3.56,2,2,66
202400569,2024-2025-1,汽车工程学院,机械设计制造及其自动化,91.7,83.8,2.93,65,65,66
202400569,2024-2025-2,汽车工程学院,机械设计制造及其自动化,76.2,83.4,3.72,16,16,66
202400569,2025-2026-1,汽车工程学院,机械设计制造及其自动化,79.1,78.2,3.97,49,49,66
202400569,2025-2026-2,汽车工程学院,机械设计制造及其自动化,81.8,70.7,3.79,64,64,66
202400570,2024-2025-1,汽车工程学院,机械设计制造及其自动化,94.6,80.0,3.85,20,20,66
202400570,2024-2025-2,汽车工程学院,机械设计制造及其自动化,91.9,94.9,3.73,3,3,66
202400570,2025-2026-1,汽车工程学院,机械设计制造及其自动化,92.7,87.4,3.07,21,21,66
202400570,2025-2026-2,汽车工程学院,机械设计制造及其自动化,89.9,70.9,3.3,63,63,66
202400571,2024-2025-1,汽车工程学院,交通运输,75.5,69.3,3.58,16,16,30
202400571,2024-2025-2,汽车工程学院,交通运输,76.0,74.5,3.77,1,1,30
202400571,2025-2026-1,汽车工程学院,交通运输,83.4,94.6,3.01,23,23,30
202400571,2025-2026-2,汽车工程学院,交通运输,93.2,90.2,2.87,22,22,30
202400572,2024-2025-1,汽车工程学院,交通运输,81.2,90.5,3.92,25,25,30
202400572,2024-2025-2,汽车工程学院,交通运输,85.3,71.6,3.75,2,2,30
202400572,2025-2026-1,汽车工程学院,交通运输,77.6,95.4,2.93,1,1,30
202400572,2025-2026-2,汽车工程学院,交通运输,74.5,74.2,3.42,6,6,30
202400573,2024-2025-1,汽车工程学院,交通运输,81.4,75.5,2.78,24,24,30
202400573,2024-2025-2,汽车工程学院,交通运输,75.9,84.9,3.15,24,24,30
202400573,2025-2026-1,汽车工程学院,交通运输,81.9,82.8,3.05,29,29,30
202400573,2025-2026-2,汽车工程学院,交通运输,87.0,78.8,3.86,16,16,30
202400574,2024-2025-1,汽车工程学院,交通运输,83.3,86.4,3.66,4,4,30
202400574,2024-2025-2,汽车工程学院,交通运输,89.7,68.9,3.2,23,23,30
202400574,2025-2026-1,汽车工程学院,交通运输,87.1,77.8,3.54,4,4,30
202400574,2025-2026-2,汽车工程学院,交通运输,89.3,84.8,3.57,9,9,30
202400575,2024-2025-1,汽车工程学院,交通运输,75.4,69.2,3.95,6,6,30
202400575,2024-2025-2,汽车工程学院,交通运输,85.5,70.7,2.77,28,28,30
202400575,2025-2026-1,汽车工程学院,交通运输,84.4,84.5,3.06,16,16,30
202400575,2025-2026-2,汽车工程学院,交通运输,89.4,78.9,2.82,28,28,30
202400576,2024-2025-1,汽车工程学院,交通运输,75.5,93.4,3.12,8,8,30
202400576,2024-2025-2,汽车工程学院,交通运输,78.0,70.6,3.68,25,25,30
202400576,2025-2026-1,汽车工程学院,交通运输,87.5,94.4,3.88,13,13,30
202400576,2025-2026-2,汽车工程学院,交通运输,78.0,82.0,3.97,29,29,30
202400577,2024-2025-1,汽车工程学院,交通运输,70.2,81.5,3.91,27,27,30
202400577,2024-2025-2,汽车工程学院,交通运输,86.9,95.2,2.87,7,7,30
202400577,2025-2026-1,汽车工程学院,交通运输,82.0,88.5,3.99,27,27,30
202400577,2025-2026-2,汽车工程学院,交通运输,87.2,90.7,3.86,25,25,30
202400578,2024-2025-1,汽车工程学院,交通运输,86.1,74.2,3.62,22,22,30
202400578,2024-2025-2,汽车工程学院,交通运输,79.0,77.2,3.21,21,21,30
202400578,2025-2026-1,汽车工程学院,交通运输,78.0,84.7,3.35,4,4,30
202400578,2025-2026-2,汽车工程学院,交通运输,89.7,69.2,3.32,25,25,30
202400579,2024-2025-1,汽车工程学院,交通运输,72.7,68.4,3.19,5,5,30
202400579,2024-2025-2,汽车工程学院,交通运输,77.0,79.7,2.82,22,22,30
202400579,2025-2026-1,汽车工程学院,交通运输,90.1,80.8,2.92,27,27,30
202400579,2025-2026-2,汽车工程学院,交通运输,73.2,78.9,3.25,27,27,30
202400580,2024-2025-1,汽车工程学院,交通运输,94.6,91.5,3.19,21,21,30
202400580,2024-2025-2,汽车工程学院,交通运输,80.2,84.3,3.91,19,19,30
202400580,2025-2026-1,汽车工程学院,交通运输,81.2,77.0,3.53,10,10,30
202400580,2025-2026-2,汽车工程学院,交通运输,87.6,87.9,2.8,14,14,30
202400581,2024-2025-1,汽车工程学院,交通运输,71.3,69.4,3.14,15,15,30
202400581,2024-2025-2,汽车工程学院,交通运输,92.5,92.0,3.87,4,4,30
202400581,2025-2026-1,汽车工程学院,交通运输,85.1,78.0,3.68,12,12,30
202400581,2025-2026-2,汽车工程学院,交通运输,87.3,91.8,2.75,17,17,30
202400582,2024-2025-1,汽车工程学院,交通运输,92.2,71.4,3.7,28,28,30
202400582,2024-2025-2,汽车工程学院,交通运输,85.1,74.7,3.99,18,18,30
202400582,2025-2026-1,汽车工程学院,交通运输,73.6,80.0,3.7,28,28,30
202400582,2025-2026-2,汽车工程学院,交通运输,78.1,72.4,3.64,19,19,30
202400583,2024-2025-1,汽车工程学院,交通运输,80.3,75.3,3.21,21,21,30
202400583,2024-2025-2,汽车工程学院,交通运输,86.8,93.3,3.66,11,11,30
202400583,2025-2026-1,汽车工程学院,交通运输,76.4,84.6,3.38,30,30,30
202400583,2025-2026-2,汽车工程学院,交通运输,85.6,91.3,2.86,4,4,30
202400584,2024-2025-1,汽车工程学院,交通运输,90.1,75.6,3.0,12,12,30
202400584,2024-2025-2,汽车工程学院,交通运输,72.8,92.7,2.98,6,6,30
202400584,2025-2026-1,汽车工程学院,交通运输,79.0,82.7,2.79,16,16,30
202400584,2025-2026-2,汽车工程学院,交通运输,87.2,89.3,3.2,22,22,30
202400585,2024-2025-1,汽车工程学院,交通运输,79.6,80.4,3.63,10,10,30
202400585,2024-2025-2,汽车工程学院,交通运输,71.6,68.6,3.13,6,6,30
202400585,2025-2026-1,汽车工程学院,交通运输,84.4,74.7,3.37,14,14,30
202400585,2025-2026-2,汽车工程学院,交通运输,80.6,70.4,3.82,21,21,30
202400586,2024-2025-1,汽车工程学院,交通运输,78.5,95.8,2.82,3,3,30
202400586,2024-2025-2,汽车工程学院,交通运输,77.1,95.4,3.34,5,5,30
202400586,2025-2026-1,汽车工程学院,交通运输,83.7,69.9,3.76,30,30,30
202400586,2025-2026-2,汽车工程学院,交通运输,75.6,84.7,3.8,12,12,30
202400587,2024-2025-1,汽车工程学院,交通运输,93.7,69.2,3.07,7,7,30
202400587,2024-2025-2,汽车工程学院,交通运输,94.5,73.1,3.39,26,26,30
202400587,2025-2026-1,汽车工程学院,交通运输,82.3,84.9,3.29,29,29,30
202400587,2025-2026-2,汽车工程学院,交通运输,77.5,75.3,2.95,2,2,30
202400588,2024-2025-1,汽车工程学院,交通运输,86.5,91.3,3.53,14,14,30
202400588,2024-2025-2,汽车工程学院,交通运输,88.0,75.3,3.15,5,5,30
202400588,2025-2026-1,汽车工程学院,交通运输,81.4,68.4,3.63,22,22,30
202400588,2025-2026-2,汽车工程学院,交通运输,88.8,83.6,3.97,5,5,30
202400589,2024-2025-1,汽车工程学院,交通运输,94.1,83.6,3.87,20,20,30
202400589,2024-2025-2,汽车工程学院,交通运输,85.0,76.7,3.47,28,28,30
202400589,2025-2026-1,汽车工程学院,交通运输,76.3,72.8,2.96,10,10,30
202400589,2025-2026-2,汽车工程学院,交通运输,92.3,85.4,3.16,2,2,30
202400590,2024-2025-1,汽车工程学院,交通运输,71.4,77.4,3.08,29,29,30
202400590,2024-2025-2,汽车工程学院,交通运输,92.5,79.7,3.49,15,15,30
202400590,2025-2026-1,汽车工程学院,交通运输,93.2,68.5,3.72,12,12,30
202400590,2025-2026-2,汽车工程学院,交通运输,79.8,88.6,3.3,19,19,30
202400591,2024-2025-1,汽车工程学院,交通运输,81.9,70.6,3.88,5,5,30
202400591,2024-2025-2,汽车工程学院,交通运输,74.8,69.8,3.01,3,3,30
202400591,2025-2026-1,汽车工程学院,交通运输,88.9,90.4,3.08,15,15,30
202400591,2025-2026-2,汽车工程学院,交通运输,74.5,70.9,3.44,17,17,30
202400592,2024-2025-1,汽车工程学院,交通运输,94.5,95.5,3.1,17,17,30
202400592,2024-2025-2,汽车工程学院,交通运输,93.6,72.5,2.89,2,2,30
202400592,2025-2026-1,汽车工程学院,交通运输,73.3,68.3,3.27,11,11,30
202400592,2025-2026-2,汽车工程学院,交通运输,82.0,79.1,2.89,8,8,30
202400593,2024-2025-1,汽车工程学院,交通运输,92.8,75.3,2.9,3,3,30
202400593,2024-2025-2,汽车工程学院,交通运输,78.0,82.7,3.29,26,26,30
202400593,2025-2026-1,汽车工程学院,交通运输,85.9,94.3,2.9,17,17,30
202400593,2025-2026-2,汽车工程学院,交通运输,85.6,78.5,3.11,25,25,30
202400594,2024-2025-1,汽车工程学院,交通运输,73.3,83.8,3.53,11,11,30
202400594,2024-2025-2,汽车工程学院,交通运输,72.7,78.9,3.33,30,30,30
202400594,2025-2026-1,汽车工程学院,交通运输,86.2,74.4,3.75,4,4,30
202400594,2025-2026-2,汽车工程学院,交通运输,83.0,95.6,3.16,6,6,30
202400595,2024-2025-1,汽车工程学院,交通运输,84.8,89.4,2.71,5,5,30
202400595,2024-2025-2,汽车工程学院,交通运输,82.1,82.5,3.1,3,3,30
202400595,2025-2026-1,汽车工程学院,交通运输,78.5,72.1,3.79,24,24,30
202400595,2025-2026-2,汽车工程学院,交通运输,80.8,72.3,2.74,19,19,30
202400596,2024-2025-1,汽车工程学院,交通运输,71.7,88.3,3.04,28,28,30
202400596,2024-2025-2,汽车工程学院,交通运输,84.3,93.5,3.5,18,18,30
202400596,2025-2026-1,汽车工程学院,交通运输,92.8,93.3,3.95,7,7,30
202400596,2025-2026-2,汽车工程学院,交通运输,74.8,82.2,3.42,21,21,30
202400597,2024-2025-1,汽车工程学院,交通运输,93.7,87.8,3.91,9,9,30
202400597,2024-2025-2,汽车工程学院,交通运输,71.4,95.5,3.87,27,27,30
202400597,2025-2026-1,汽车工程学院,交通运输,85.2,68.7,2.96,16,16,30
202400597,2025-2026-2,汽车工程学院,交通运输,75.9,92.9,3.26,18,18,30
202400598,2024-2025-1,汽车工程学院,交通运输,92.9,82.5,3.9,14,14,30
202400598,2024-2025-2,汽车工程学院,交通运输,93.2,73.8,3.2,9,9,30
202400598,2025-2026-1,汽车工程学院,交通运输,72.7,89.1,3.68,10,10,30
202400598,2025-2026-2,汽车工程学院,交通运输,91.6,74.7,3.74,15,15,30
202400599,2024-2025-1,汽车工程学院,交通运输,94.5,80.2,3.59,10,10,30
202400599,2024-2025-2,汽车工程学院,交通运输,74.7,83.4,3.13,18,18,30
202400599,2025-2026-1,汽车工程学院,交通运输,79.9,89.0,3.11,8,8,30
202400599,2025-2026-2,汽车工程学院,交通运输,85.4,74.2,3.88,25,25,30
202400600,2024-2025-1,汽车工程学院,交通运输,77.4,72.6,3.09,30,30,30
202400600,2024-2025-2,汽车工程学院,交通运输,86.0,87.6,3.86,29,29,30
202400600,2025-2026-1,汽车工程学院,交通运输,88.1,93.3,2.86,14,14,30
202400600,2025-2026-2,汽车工程学院,交通运输,70.3,82.6,3.91,23,23,30
202500601,2025-2026-1,汽车工程学院,车辆工程,70.6,83.0,3.36,127,127,136
202500601,2025-2026-2,汽车工程学院,车辆工程,79.9,78.2,3.28,125,125,136
202500602,2025-2026-1,汽车工程学院,车辆工程,94.2,86.8,3.21,106,106,136
202500602,2025-2026-2,汽车工程学院,车辆工程,82.2,87.1,3.48,121,121,136
202500603,2025-2026-1,汽车工程学院,车辆工程,77.8,80.6,3.49,75,75,136
202500603,2025-2026-2,汽车工程学院,车辆工程,85.0,73.6,2.83,116,116,136
202500604,2025-2026-1,汽车工程学院,车辆工程,77.3,70.1,3.23,83,83,136
202500604,2025-2026-2,汽车工程学院,车辆工程,94.6,95.7,2.9,22,22,136
202500605,2025-2026-1,汽车工程学院,车辆工程,77.3,94.2,3.15,53,53,136
202500605,2025-2026-2,汽车工程学院,车辆工程,82.0,78.7,3.29,62,62,136
202500606,2025-2026-1,汽车工程学院,车辆工程,75.0,83.0,2.72,44,44,136
202500606,2025-2026-2,汽车工程学院,车辆工程,88.0,79.0,3.13,55,55,136
202500607,2025-2026-1,汽车工程学院,车辆工程,74.2,72.8,3.06,134,134,136
202500607,2025-2026-2,汽车工程学院,车辆工程,84.2,77.9,3.76,21,21,136
202500608,2025-2026-1,汽车工程学院,车辆工程,86.6,88.8,2.73,40,40,136
202500608,2025-2026-2,汽车工程学院,车辆工程,83.7,85.4,3.32,116,116,136
202500609,2025-2026-1,汽车工程学院,车辆工程,91.3,68.9,3.42,101,101,136
202500609,2025-2026-2,汽车工程学院,车辆工程,80.7,84.4,3.06,91,91,136
202500610,2025-2026-1,汽车工程学院,车辆工程,72.6,70.4,2.97,21,21,136
202500610,2025-2026-2,汽车工程学院,车辆工程,91.7,93.5,3.6,63,63,136
202500611,2025-2026-1,汽车工程学院,车辆工程,79.9,69.7,3.38,127,127,136
202500611,2025-2026-2,汽车工程学院,车辆工程,91.7,92.4,3.39,135,135,136
202500612,2025-2026-1,汽车工程学院,车辆工程,93.1,69.1,2.85,19,19,136
202500612,2025-2026-2,汽车工程学院,车辆工程,86.7,69.2,3.35,18,18,136
202500613,2025-2026-1,汽车工程学院,车辆工程,80.1,95.4,3.46,100,100,136
202500613,2025-2026-2,汽车工程学院,车辆工程,71.0,77.9,2.95,130,130,136
202500614,2025-2026-1,汽车工程学院,车辆工程,85.6,78.4,3.08,36,36,136
202500614,2025-2026-2,汽车工程学院,车辆工程,92.6,79.8,3.61,28,28,136
202500615,2025-2026-1,汽车工程学院,车辆工程,72.9,74.4,3.25,27,27,136
202500615,2025-2026-2,汽车工程学院,车辆工程,83.7,72.2,3.37,121,121,136
202500616,2025-2026-1,汽车工程学院,车辆工程,86.0,74.7,2.83,94,94,136
202500616,2025-2026-2,汽车工程学院,车辆工程,71.1,90.6,2.98,21,21,136
202500617,2025-2026-1,汽车工程学院,车辆工程,75.8,83.1,3.78,62,62,136
202500617,2025-2026-2,汽车工程学院,车辆工程,76.7,80.3,2.95,98,98,136
202500618,2025-2026-1,汽车工程学院,车辆工程,75.7,88.3,3.29,125,125,136
202500618,2025-2026-2,汽车工程学院,车辆工程,89.0,77.4,3.45,107,107,136
202500619,2025-2026-1,汽车工程学院,车辆工程,72.3,90.2,3.02,120,120,136
202500619,2025-2026-2,汽车工程学院,车辆工程,73.9,89.1,3.89,31,31,136
202500620,2025-2026-1,汽车工程学院,车辆工程,84.6,87.4,3.4,132,132,136
202500620,2025-2026-2,汽车工程学院,车辆工程,86.1,80.9,3.13,130,130,136
202500621,2025-2026-1,汽车工程学院,车辆工程,71.9,75.9,3.51,17,17,136
202500621,2025-2026-2,汽车工程学院,车辆工程,76.2,89.5,3.33,90,90,136
202500622,2025-2026-1,汽车工程学院,车辆工程,85.6,69.9,3.89,101,101,136
202500622,2025-2026-2,汽车工程学院,车辆工程,75.9,83.1,3.47,80,80,136
202500623,2025-2026-1,汽车工程学院,车辆工程,85.8,82.7,3.43,78,78,136
202500623,2025-2026-2,汽车工程学院,车辆工程,76.0,73.8,3.86,53,53,136
202500624,2025-2026-1,汽车工程学院,车辆工程,81.2,71.5,3.33,34,34,136
202500624,2025-2026-2,汽车工程学院,车辆工程,80.0,71.5,3.76,9,9,136
202500625,2025-2026-1,汽车工程学院,车辆工程,90.8,75.0,2.93,26,26,136
202500625,2025-2026-2,汽车工程学院,车辆工程,76.6,72.5,3.58,18,18,136
202500626,2025-2026-1,汽车工程学院,车辆工程,80.7,79.9,3.81,127,127,136
202500626,2025-2026-2,汽车工程学院,车辆工程,77.6,84.5,3.75,70,70,136
202500627,2025-2026-1,汽车工程学院,车辆工程,81.3,93.6,3.94,49,49,136
202500627,2025-2026-2,汽车工程学院,车辆工程,90.0,72.9,3.0,86,86,136
202500628,2025-2026-1,汽车工程学院,车辆工程,81.2,83.2,3.29,43,43,136
202500628,2025-2026-2,汽车工程学院,车辆工程,85.3,81.4,3.01,114,114,136
202500629,2025-2026-1,汽车工程学院,车辆工程,92.4,81.7,3.17,66,66,136
202500629,2025-2026-2,汽车工程学院,车辆工程,86.1,69.1,2.88,18,18,136
202500630,2025-2026-1,汽车工程学院,车辆工程,73.4,92.9,3.05,106,106,136
202500630,2025-2026-2,汽车工程学院,车辆工程,87.7,91.9,3.57,60,60,136
202500631,2025-2026-1,汽车工程学院,车辆工程,78.5,83.2,3.08,108,108,136
202500631,2025-2026-2,汽车工程学院,车辆工程,76.4,89.9,3.54,63,63,136
202500632,2025-2026-1,汽车工程学院,车辆工程,79.8,72.0,3.61,32,32,136
202500632,2025-2026-2,汽车工程学院,车辆工程,81.6,94.9,3.6,70,70,136
202500633,2025-2026-1,汽车工程学院,车辆工程,89.2,90.5,3.23,64,64,136
202500633,2025-2026-2,汽车工程学院,车辆工程,85.2,87.2,3.13,62,62,136
202500634,2025-2026-1,汽车工程学院,车辆工程,82.2,74.1,2.96,10,10,136
202500634,2025-2026-2,汽车工程学院,车辆工程,87.1,85.9,3.25,84,84,136
202500635,2025-2026-1,汽车工程学院,车辆工程,94.2,83.5,2.92,6,6,136
202500635,2025-2026-2,汽车工程学院,车辆工程,91.4,84.4,2.88,133,133,136
202500636,2025-2026-1,汽车工程学院,车辆工程,72.0,89.0,3.81,27,27,136
202500636,2025-2026-2,汽车工程学院,车辆工程,82.2,86.0,2.77,3,3,136
202500637,2025-2026-1,汽车工程学院,车辆工程,80.6,92.8,3.07,63,63,136
202500637,2025-2026-2,汽车工程学院,车辆工程,94.5,86.1,2.82,5,5,136
202500638,2025-2026-1,汽车工程学院,车辆工程,85.1,95.0,3.32,106,106,136
202500638,2025-2026-2,汽车工程学院,车辆工程,75.7,83.3,3.94,7,7,136
202500639,2025-2026-1,汽车工程学院,车辆工程,71.0,84.2,3.24,118,118,136
202500639,2025-2026-2,汽车工程学院,车辆工程,77.0,69.3,2.82,61,61,136
202500640,2025-2026-1,汽车工程学院,车辆工程,82.5,88.1,2.78,26,26,136
202500640,2025-2026-2,汽车工程学院,车辆工程,85.7,85.5,3.23,131,131,136
202500641,2025-2026-1,汽车工程学院,车辆工程,91.3,75.5,3.58,33,33,136
202500641,2025-2026-2,汽车工程学院,车辆工程,91.9,88.5,3.11,62,62,136
202500642,2025-2026-1,汽车工程学院,车辆工程,75.4,80.5,2.75,16,16,136
202500642,2025-2026-2,汽车工程学院,车辆工程,76.6,69.4,3.92,43,43,136
202500643,2025-2026-1,汽车工程学院,车辆工程,74.7,75.6,3.96,78,78,136
202500643,2025-2026-2,汽车工程学院,车辆工程,77.8,81.7,3.16,53,53,136
202500644,2025-2026-1,汽车工程学院,车辆工程,75.7,80.4,3.77,19,19,136
202500644,2025-2026-2,汽车工程学院,车辆工程,86.5,77.7,3.87,112,112,136
202500645,2025-2026-1,汽车工程学院,车辆工程,85.3,74.9,3.95,55,55,136
