学号,团队名称,类型,主题,主办单位,开始日期,结束日期,状态,审核人,审核意见
202500612,赴烟台红色基地实践团,自主实践团队,红色基地研学,威海团市委,2026-07-09,2026-07-22,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500613,赴济宁企业走访实践团,自主实践团队,企业走访见习,校团委,2026-07-08,2026-07-28,通过,陈晓宇,佐证材料完整，予以通过
202500614,赴青岛社区志愿实践团,企业实习实践,社区志愿服务,威海团市委,2026-07-08,2026-07-15,通过,陈晓宇,材料齐全，同意认定
202500615,赴聊城红色基地实践团,院级重点团队,红色基地研学,汽车工程学院,2026-07-01,2026-07-21,驳回,陈晓宇,认定依据不足，请补充说明材料
202500616,赴泰安红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2026-07-08,2026-07-15,驳回,陈晓宇,认定依据不足，请补充说明材料
202500617,赴威海红色基因实践团,校级重点团队,红色基因传承,威海团市委,2026-07-04,2026-07-25,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500618,赴聊城红色基地实践团,校级重点团队,红色基地研学,威海团市委,2026-07-03,2026-07-23,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500619,赴济宁汽车产业实践团,返家乡实践,汽车产业链调研,威海团市委,2026-07-05,2026-07-17,通过,陈晓宇,佐证材料完整，予以通过
202500620,赴临沂科技支农实践团,返家乡实践,科技支农帮扶,校团委,2026-07-03,2026-07-19,通过,陈晓宇,材料齐全，同意认定
202500621,赴泰安关爱留守实践团,返家乡实践,关爱留守儿童,威海团市委,2026-07-02,2026-07-26,待审核,,
202500622,赴济南红色基地实践团,企业实习实践,红色基地研学,汽车工程学院,2026-07-10,2026-07-27,通过,陈晓宇,佐证材料完整，予以通过
202500623,赴淄博关爱留守实践团,自主实践团队,关爱留守儿童,威海团市委,2026-07-10,2026-07-25,通过,陈晓宇,材料齐全，同意认定
202500624,赴泰安海洋生态实践团,返家乡实践,海洋生态保护宣传,威海团市委,2026-07-05,2026-07-22,通过,陈晓宇,佐证材料完整，予以通过
202500625,赴日照红色基地实践团,企业实习实践,红色基地研学,威海团市委,2026-07-04,2026-07-25,通过,陈晓宇,佐证材料完整，予以通过
202500626,赴济南关爱留守实践团,院级重点团队,关爱留守儿童,汽车工程学院,2026-07-06,2026-07-25,通过,陈晓宇,符合认定条件，通过
202500627,赴德州红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2026-07-08,2026-07-15,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500628,赴日照汽车产业实践团,企业实习实践,汽车产业链调研,汽车工程学院,2026-07-03,2026-07-18,通过,陈晓宇,佐证材料完整，予以通过
202500629,赴烟台黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2026-07-03,2026-07-20,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500630,赴临沂海洋生态实践团,企业实习实践,海洋生态保护宣传,校团委,2026-07-03,2026-07-21,公示中,陈晓宇,佐证材料完整，予以通过
202500631,赴潍坊黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-07,2026-07-21,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500632,赴德州关爱留守实践团,返家乡实践,关爱留守儿童,校团委,2026-07-05,2026-07-19,通过,陈晓宇,材料齐全，同意认定
202500633,赴德州企业走访实践团,返家乡实践,企业走访见习,威海团市委,2026-07-08,2026-07-23,通过,陈晓宇,佐证材料完整，予以通过
202500634,赴济宁黄河流域实践团,返家乡实践,黄河流域生态考察,汽车工程学院,2026-07-09,2026-07-28,通过,陈晓宇,材料齐全，同意认定
202500635,赴烟台红色基地实践团,企业实习实践,红色基地研学,校团委,2026-07-07,2026-07-16,通过,陈晓宇,材料齐全，同意认定
202500636,赴临沂企业走访实践团,自主实践团队,企业走访见习,威海团市委,2026-07-10,2026-07-18,通过,陈晓宇,材料齐全，同意认定
202500637,赴济宁汽车产业实践团,企业实习实践,汽车产业链调研,校团委,2026-07-02,2026-07-20,通过,陈晓宇,材料齐全，同意认定
202500638,赴泰安海洋生态实践团,校级重点团队,海洋生态保护宣传,校团委,2026-07-10,2026-07-21,通过,陈晓宇,佐证材料完整，予以通过
202500639,赴聊城海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2026-07-06,2026-07-18,通过,陈晓宇,材料齐全，同意认定
202500640,赴潍坊黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2026-07-03,2026-07-21,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500641,赴烟台乡村振兴实践团,院级重点团队,乡村振兴调研,校团委,2026-07-04,2026-07-21,通过,陈晓宇,符合认定条件，通过
202500642,赴日照乡村振兴实践团,校级重点团队,乡村振兴调研,校团委,2026-07-04,2026-07-20,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500643,赴泰安红色基地实践团,院级重点团队,红色基地研学,校团委,2026-07-09,2026-07-26,通过,陈晓宇,佐证材料完整，予以通过
202500644,赴临沂汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2026-07-09,2026-07-22,通过,陈晓宇,符合认定条件，通过
202500645,赴威海海洋生态实践团,返家乡实践,海洋生态保护宣传,威海团市委,2026-07-09,2026-07-26,通过,陈晓宇,符合认定条件，通过
202500646,赴德州乡村振兴实践团,企业实习实践,乡村振兴调研,校团委,2026-07-06,2026-07-20,驳回,陈晓宇,认定依据不足，请补充说明材料
202500647,赴日照科技支农实践团,院级重点团队,科技支农帮扶,汽车工程学院,2026-07-07,2026-07-20,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500648,赴聊城社区志愿实践团,企业实习实践,社区志愿服务,汽车工程学院,2026-07-07,2026-07-28,通过,陈晓宇,佐证材料完整，予以通过
202500649,赴青岛企业走访实践团,企业实习实践,企业走访见习,汽车工程学院,2026-07-04,2026-07-22,通过,陈晓宇,佐证材料完整，予以通过
202500650,赴淄博黄河流域实践团,院级重点团队,黄河流域生态考察,威海团市委,2026-07-07,2026-07-24,通过,陈晓宇,材料齐全，同意认定
202500651,赴烟台社区志愿实践团,自主实践团队,社区志愿服务,校团委,2026-07-08,2026-07-17,通过,陈晓宇,符合认定条件，通过
202500652,赴聊城红色基因实践团,企业实习实践,红色基因传承,校团委,2026-07-02,2026-07-18,待审核,,
202500653,赴潍坊海洋生态实践团,企业实习实践,海洋生态保护宣传,校团委,2026-07-07,2026-07-15,通过,陈晓宇,符合认定条件，通过
202500654,赴枣庄汽车产业实践团,企业实习实践,汽车产业链调研,汽车工程学院,2026-07-02,2026-07-17,通过,陈晓宇,材料齐全，同意认定
202500655,赴潍坊关爱留守实践团,院级重点团队,关爱留守儿童,汽车工程学院,2026-07-07,2026-07-18,通过,陈晓宇,材料齐全，同意认定
202500656,赴泰安黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-07,2026-07-21,待审核,,
202500657,赴日照红色基因实践团,自主实践团队,红色基因传承,威海团市委,2026-07-04,2026-07-16,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500658,赴泰安科技支农实践团,院级重点团队,科技支农帮扶,校团委,2026-07-09,2026-07-23,通过,陈晓宇,符合认定条件，通过
202500659,赴聊城红色基因实践团,校级重点团队,红色基因传承,威海团市委,2026-07-08,2026-07-20,驳回,陈晓宇,认定依据不足，请补充说明材料
202500660,赴泰安红色基因实践团,返家乡实践,红色基因传承,汽车工程学院,2026-07-01,2026-07-27,通过,陈晓宇,符合认定条件，通过
202500661,赴青岛汽车产业实践团,企业实习实践,汽车产业链调研,汽车工程学院,2026-07-07,2026-07-22,通过,陈晓宇,符合认定条件，通过
202500662,赴临沂科技支农实践团,校级重点团队,科技支农帮扶,校团委,2026-07-06,2026-07-17,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500663,赴德州乡村振兴实践团,院级重点团队,乡村振兴调研,汽车工程学院,2026-07-05,2026-07-25,通过,陈晓宇,佐证材料完整，予以通过
202500664,赴青岛红色基地实践团,企业实习实践,红色基地研学,威海团市委,2026-07-04,2026-07-15,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500665,赴潍坊关爱留守实践团,企业实习实践,关爱留守儿童,威海团市委,2026-07-03,2026-07-16,通过,陈晓宇,符合认定条件，通过
202500666,赴德州海洋生态实践团,返家乡实践,海洋生态保护宣传,校团委,2026-07-08,2026-07-18,通过,陈晓宇,佐证材料完整，予以通过
202500667,赴东营红色基地实践团,返家乡实践,红色基地研学,威海团市委,2026-07-02,2026-07-23,通过,陈晓宇,佐证材料完整，予以通过
202500668,赴济南社区志愿实践团,自主实践团队,社区志愿服务,校团委,2026-07-03,2026-07-16,待审核,,
202500669,赴潍坊乡村振兴实践团,企业实习实践,乡村振兴调研,威海团市委,2026-07-08,2026-07-18,通过,陈晓宇,佐证材料完整，予以通过
202500670,赴临沂科技支农实践团,企业实习实践,科技支农帮扶,威海团市委,2026-07-09,2026-07-18,驳回,陈晓宇,认定依据不足，请补充说明材料
202500671,赴济宁科技支农实践团,返家乡实践,科技支农帮扶,威海团市委,2026-07-03,2026-07-22,通过,陈晓宇,符合认定条件，通过
202500672,赴济南乡村振兴实践团,校级重点团队,乡村振兴调研,汽车工程学院,2026-07-03,2026-07-18,通过,陈晓宇,符合认定条件，通过
202500673,赴济南黄河流域实践团,院级重点团队,黄河流域生态考察,威海团市委,2026-07-09,2026-07-19,通过,陈晓宇,佐证材料完整，予以通过
202500674,赴烟台海洋生态实践团,院级重点团队,海洋生态保护宣传,汽车工程学院,2026-07-08,2026-07-25,通过,陈晓宇,佐证材料完整，予以通过
202500675,赴日照红色基地实践团,院级重点团队,红色基地研学,威海团市委,2026-07-02,2026-07-19,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500676,赴淄博社区志愿实践团,自主实践团队,社区志愿服务,汽车工程学院,2026-07-08,2026-07-26,通过,陈晓宇,佐证材料完整，予以通过
202500677,赴聊城红色基地实践团,校级重点团队,红色基地研学,校团委,2026-07-04,2026-07-23,待审核,,
202500678,赴东营海洋生态实践团,校级重点团队,海洋生态保护宣传,威海团市委,2026-07-01,2026-07-22,通过,陈晓宇,材料齐全，同意认定
202500679,赴德州海洋生态实践团,自主实践团队,海洋生态保护宣传,校团委,2026-07-05,2026-07-16,通过,陈晓宇,佐证材料完整，予以通过
202500680,赴济宁海洋生态实践团,返家乡实践,海洋生态保护宣传,威海团市委,2026-07-07,2026-07-22,待审核,,
202500681,赴枣庄黄河流域实践团,企业实习实践,黄河流域生态考察,威海团市委,2026-07-06,2026-07-17,通过,陈晓宇,材料齐全，同意认定
202500682,赴济宁关爱留守实践团,院级重点团队,关爱留守儿童,威海团市委,2026-07-07,2026-07-15,待审核,,
202500683,赴聊城科技支农实践团,返家乡实践,科技支农帮扶,汽车工程学院,2026-07-02,2026-07-25,通过,陈晓宇,符合认定条件，通过
202500684,赴聊城黄河流域实践团,自主实践团队,黄河流域生态考察,汽车工程学院,2026-07-09,2026-07-25,通过,陈晓宇,材料齐全，同意认定
202500685,赴淄博红色基因实践团,返家乡实践,红色基因传承,威海团市委,2026-07-07,2026-07-17,通过,陈晓宇,符合认定条件，通过
202500686,赴枣庄科技支农实践团,企业实习实践,科技支农帮扶,威海团市委,2026-07-01,2026-07-20,通过,陈晓宇,佐证材料完整，予以通过
202500687,赴日照黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-01,2026-07-15,通过,陈晓宇,符合认定条件，通过
202500688,赴济南红色基地实践团,返家乡实践,红色基地研学,校团委,2026-07-07,2026-07-28,通过,陈晓宇,佐证材料完整，予以通过
202500689,赴淄博汽车产业实践团,自主实践团队,汽车产业链调研,威海团市委,2026-07-02,2026-07-21,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500690,赴临沂社区志愿实践团,返家乡实践,社区志愿服务,校团委,2026-07-09,2026-07-24,通过,陈晓宇,材料齐全，同意认定
202500691,赴济南红色基因实践团,校级重点团队,红色基因传承,威海团市委,2026-07-09,2026-07-16,通过,陈晓宇,佐证材料完整，予以通过
202500692,赴济南红色基地实践团,企业实习实践,红色基地研学,校团委,2026-07-06,2026-07-15,待审核,,
202500693,赴青岛科技支农实践团,企业实习实践,科技支农帮扶,校团委,2026-07-10,2026-07-23,待审核,,
202500694,赴临沂关爱留守实践团,校级重点团队,关爱留守儿童,校团委,2026-07-05,2026-07-26,通过,陈晓宇,符合认定条件，通过
202500695,赴临沂关爱留守实践团,院级重点团队,关爱留守儿童,威海团市委,2026-07-02,2026-07-28,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500696,赴威海乡村振兴实践团,企业实习实践,乡村振兴调研,校团委,2026-07-09,2026-07-28,通过,陈晓宇,材料齐全，同意认定
202500697,赴临沂黄河流域实践团,院级重点团队,黄河流域生态考察,威海团市委,2026-07-05,2026-07-25,通过,陈晓宇,佐证材料完整，予以通过
202500698,赴烟台海洋生态实践团,企业实习实践,海洋生态保护宣传,汽车工程学院,2026-07-03,2026-07-23,通过,陈晓宇,符合认定条件，通过
202500699,赴日照海洋生态实践团,返家乡实践,海洋生态保护宣传,汽车工程学院,2026-07-01,2026-07-24,通过,陈晓宇,佐证材料完整，予以通过
202500700,赴德州海洋生态实践团,校级重点团队,海洋生态保护宣传,校团委,2026-07-07,2026-07-22,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500701,赴烟台红色基因实践团,返家乡实践,红色基因传承,威海团市委,2026-07-03,2026-07-18,公示中,陈晓宇,符合认定条件，通过
202500702,赴聊城海洋生态实践团,院级重点团队,海洋生态保护宣传,汽车工程学院,2026-07-01,2026-07-16,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500703,赴临沂汽车产业实践团,校级重点团队,汽车产业链调研,汽车工程学院,2026-07-09,2026-07-21,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500704,赴泰安汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2026-07-04,2026-07-27,通过,陈晓宇,符合认定条件，通过
202500705,赴东营黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2026-07-08,2026-07-27,通过,陈晓宇,材料齐全，同意认定
202500706,赴日照乡村振兴实践团,返家乡实践,乡村振兴调研,汽车工程学院,2026-07-01,2026-07-26,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500707,赴东营社区志愿实践团,返家乡实践,社区志愿服务,汽车工程学院,2026-07-06,2026-07-16,待审核,,
202500708,赴济宁海洋生态实践团,院级重点团队,海洋生态保护宣传,校团委,2026-07-10,2026-07-21,待审核,,
202500709,赴泰安红色基地实践团,院级重点团队,红色基地研学,校团委,2026-07-09,2026-07-17,公示中,陈晓宇,佐证材料完整，予以通过
202500710,赴威海海洋生态实践团,返家乡实践,海洋生态保护宣传,校团委,2026-07-10,2026-07-27,通过,陈晓宇,材料齐全，同意认定
202500711,赴聊城汽车产业实践团,企业实习实践,汽车产业链调研,威海团市委,2026-07-07,2026-07-26,待审核,,
202500712,赴临沂社区志愿实践团,院级重点团队,社区志愿服务,校团委,2026-07-10,2026-07-21,待审核,,
202500713,赴潍坊海洋生态实践团,院级重点团队,海洋生态保护宣传,汽车工程学院,2026-07-02,2026-07-22,通过,陈晓宇,符合认定条件，通过
202500714,赴东营企业走访实践团,校级重点团队,企业走访见习,威海团市委,2026-07-04,2026-07-20,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500715,赴威海红色基地实践团,院级重点团队,红色基地研学,校团委,2026-07-01,2026-07-24,通过,陈晓宇,材料齐全，同意认定
202500716,赴淄博黄河流域实践团,自主实践团队,黄河流域生态考察,威海团市委,2026-07-10,2026-07-18,通过,陈晓宇,材料齐全，同意认定
202500717,赴潍坊黄河流域实践团,校级重点团队,黄河流域生态考察,校团委,2026-07-02,2026-07-15,通过,陈晓宇,符合认定条件，通过
202500718,赴济宁科技支农实践团,院级重点团队,科技支农帮扶,汽车工程学院,2026-07-05,2026-07-16,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500719,赴烟台黄河流域实践团,企业实习实践,黄河流域生态考察,汽车工程学院,2026-07-05,2026-07-26,通过,陈晓宇,符合认定条件，通过
202500720,赴聊城科技支农实践团,院级重点团队,科技支农帮扶,校团委,2026-07-09,2026-07-21,待审核,,
202500721,赴青岛海洋生态实践团,返家乡实践,海洋生态保护宣传,汽车工程学院,2026-07-07,2026-07-25,待审核,,
202500722,赴烟台汽车产业实践团,自主实践团队,汽车产业链调研,威海团市委,2026-07-09,2026-07-16,通过,陈晓宇,佐证材料完整，予以通过
202500723,赴威海科技支农实践团,校级重点团队,科技支农帮扶,汽车工程学院,2026-07-06,2026-07-15,待审核,,
202500724,赴聊城红色基因实践团,校级重点团队,红色基因传承,校团委,2026-07-03,2026-07-27,驳回,陈晓宇,认定依据不足，请补充说明材料
202500725,赴东营海洋生态实践团,自主实践团队,海洋生态保护宣传,汽车工程学院,2026-07-07,2026-07-17,通过,陈晓宇,佐证材料完整，予以通过
202500726,赴德州关爱留守实践团,返家乡实践,关爱留守儿童,威海团市委,2026-07-01,2026-07-26,待审核,,
202500727,赴济宁红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2026-07-07,2026-07-17,通过,陈晓宇,材料齐全，同意认定
202500728,赴青岛企业走访实践团,校级重点团队,企业走访见习,威海团市委,2026-07-07,2026-07-19,待审核,,
202500729,赴日照海洋生态实践团,院级重点团队,海洋生态保护宣传,校团委,2026-07-01,2026-07-16,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500730,赴济南海洋生态实践团,企业实习实践,海洋生态保护宣传,威海团市委,2026-07-09,2026-07-18,通过,陈晓宇,符合认定条件，通过
202500731,赴济南乡村振兴实践团,返家乡实践,乡村振兴调研,校团委,2026-07-02,2026-07-17,通过,陈晓宇,材料齐全，同意认定
202500732,赴日照社区志愿实践团,企业实习实践,社区志愿服务,汽车工程学院,2026-07-02,2026-07-18,待审核,,
202500733,赴济南海洋生态实践团,企业实习实践,海洋生态保护宣传,威海团市委,2026-07-02,2026-07-27,通过,陈晓宇,符合认定条件，通过
202500734,赴泰安汽车产业实践团,院级重点团队,汽车产业链调研,汽车工程学院,2026-07-01,2026-07-18,待审核,,
202500735,赴日照汽车产业实践团,企业实习实践,汽车产业链调研,威海团市委,2026-07-01,2026-07-20,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500736,赴枣庄海洋生态实践团,院级重点团队,海洋生态保护宣传,威海团市委,2026-07-04,2026-07-23,待审核,,
202500737,赴德州企业走访实践团,返家乡实践,企业走访见习,校团委,2026-07-09,2026-07-24,驳回,吴敏,盖章缺失，请重新上传完整材料
202500738,赴青岛黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2026-07-06,2026-07-19,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500739,赴聊城关爱留守实践团,自主实践团队,关爱留守儿童,校团委,2026-07-08,2026-07-15,待审核,,
202500740,赴东营科技支农实践团,自主实践团队,科技支农帮扶,威海团市委,2026-07-03,2026-07-23,通过,吴敏,材料齐全，同意认定
202500741,赴泰安红色基地实践团,校级重点团队,红色基地研学,威海团市委,2026-07-05,2026-07-27,通过,吴敏,佐证材料完整，予以通过
202500742,赴聊城科技支农实践团,校级重点团队,科技支农帮扶,汽车工程学院,2026-07-01,2026-07-28,通过,吴敏,佐证材料完整，予以通过
202500743,赴聊城红色基地实践团,院级重点团队,红色基地研学,汽车工程学院,2026-07-04,2026-07-28,待审核,,
202500744,赴枣庄红色基地实践团,企业实习实践,红色基地研学,校团委,2026-07-05,2026-07-22,通过,吴敏,佐证材料完整，予以通过
202500745,赴潍坊红色基因实践团,企业实习实践,红色基因传承,校团委,2026-07-05,2026-07-23,通过,吴敏,佐证材料完整，予以通过
202500746,赴烟台乡村振兴实践团,自主实践团队,乡村振兴调研,汽车工程学院,2026-07-06,2026-07-15,通过,吴敏,材料齐全，同意认定
202500747,赴威海海洋生态实践团,校级重点团队,海洋生态保护宣传,威海团市委,2026-07-04,2026-07-18,通过,吴敏,符合认定条件，通过
202500748,赴聊城企业走访实践团,企业实习实践,企业走访见习,校团委,2026-07-09,2026-07-16,驳回,吴敏,时间信息有误，请核对后重新提交
202500749,赴济南红色基地实践团,自主实践团队,红色基地研学,校团委,2026-07-03,2026-07-21,通过,吴敏,佐证材料完整，予以通过
202500750,赴烟台企业走访实践团,返家乡实践,企业走访见习,威海团市委,2026-07-09,2026-07-18,驳回,吴敏,时间信息有误，请核对后重新提交
202500751,赴聊城汽车产业实践团,企业实习实践,汽车产业链调研,校团委,2026-07-07,2026-07-25,驳回,吴敏,盖章缺失，请重新上传完整材料
202500752,赴济南红色基因实践团,企业实习实践,红色基因传承,校团委,2026-07-03,2026-07-16,驳回,吴敏,时间信息有误，请核对后重新提交
202500753,赴淄博黄河流域实践团,校级重点团队,黄河流域生态考察,校团委,2026-07-05,2026-07-18,通过,吴敏,材料齐全，同意认定
202500754,赴东营红色基地实践团,企业实习实践,红色基地研学,汽车工程学院,2026-07-01,2026-07-24,驳回,吴敏,时间信息有误，请核对后重新提交
202500755,赴日照汽车产业实践团,返家乡实践,汽车产业链调研,威海团市委,2026-07-09,2026-07-25,通过,吴敏,佐证材料完整，予以通过
202500756,赴临沂海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2026-07-01,2026-07-24,通过,吴敏,佐证材料完整，予以通过
202500757,赴临沂汽车产业实践团,自主实践团队,汽车产业链调研,校团委,2026-07-02,2026-07-22,通过,吴敏,材料齐全，同意认定
202500758,赴泰安社区志愿实践团,院级重点团队,社区志愿服务,汽车工程学院,2026-07-09,2026-07-19,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500759,赴青岛红色基因实践团,自主实践团队,红色基因传承,威海团市委,2026-07-04,2026-07-16,通过,吴敏,符合认定条件，通过
202500760,赴济宁红色基因实践团,返家乡实践,红色基因传承,校团委,2026-07-08,2026-07-20,待审核,,
202500761,赴烟台红色基地实践团,院级重点团队,红色基地研学,威海团市委,2026-07-05,2026-07-20,待审核,,
202500762,赴烟台红色基因实践团,自主实践团队,红色基因传承,汽车工程学院,2026-07-01,2026-07-28,通过,吴敏,材料齐全，同意认定
202500763,赴济南企业走访实践团,企业实习实践,企业走访见习,汽车工程学院,2026-07-10,2026-07-23,通过,吴敏,材料齐全，同意认定
202500764,赴济宁黄河流域实践团,校级重点团队,黄河流域生态考察,校团委,2026-07-03,2026-07-26,通过,吴敏,材料齐全，同意认定
202500765,赴济南黄河流域实践团,返家乡实践,黄河流域生态考察,校团委,2026-07-08,2026-07-24,驳回,吴敏,时间信息有误，请核对后重新提交
202500766,赴枣庄红色基因实践团,校级重点团队,红色基因传承,校团委,2026-07-06,2026-07-15,驳回,吴敏,盖章缺失，请重新上传完整材料
202500767,赴济宁关爱留守实践团,校级重点团队,关爱留守儿童,汽车工程学院,2026-07-01,2026-07-17,通过,吴敏,材料齐全，同意认定
202500768,赴烟台关爱留守实践团,院级重点团队,关爱留守儿童,校团委,2026-07-06,2026-07-26,驳回,吴敏,盖章缺失，请重新上传完整材料
202500769,赴济宁汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2026-07-08,2026-07-28,通过,吴敏,符合认定条件，通过
202500770,赴临沂关爱留守实践团,自主实践团队,关爱留守儿童,威海团市委,2026-07-04,2026-07-20,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500771,赴德州科技支农实践团,企业实习实践,科技支农帮扶,威海团市委,2026-07-07,2026-07-23,通过,吴敏,材料齐全，同意认定
202500772,赴威海企业走访实践团,校级重点团队,企业走访见习,汽车工程学院,2026-07-09,2026-07-21,驳回,吴敏,时间信息有误，请核对后重新提交
202500773,赴聊城关爱留守实践团,自主实践团队,关爱留守儿童,威海团市委,2026-07-04,2026-07-23,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500774,赴泰安社区志愿实践团,院级重点团队,社区志愿服务,威海团市委,2026-07-01,2026-07-20,待审核,,
202500775,赴淄博红色基因实践团,院级重点团队,红色基因传承,校团委,2026-07-08,2026-07-18,通过,吴敏,材料齐全，同意认定
202500776,赴临沂社区志愿实践团,院级重点团队,社区志愿服务,校团委,2026-07-02,2026-07-23,通过,吴敏,符合认定条件，通过
202500777,赴青岛科技支农实践团,企业实习实践,科技支农帮扶,汽车工程学院,2026-07-08,2026-07-24,通过,吴敏,符合认定条件，通过
202500778,赴日照汽车产业实践团,自主实践团队,汽车产业链调研,校团委,2026-07-09,2026-07-24,通过,吴敏,佐证材料完整，予以通过
202500779,赴临沂乡村振兴实践团,院级重点团队,乡村振兴调研,汽车工程学院,2026-07-07,2026-07-20,通过,吴敏,符合认定条件，通过
202500780,赴烟台关爱留守实践团,院级重点团队,关爱留守儿童,威海团市委,2026-07-05,2026-07-25,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500781,赴潍坊科技支农实践团,校级重点团队,科技支农帮扶,汽车工程学院,2026-07-08,2026-07-27,待审核,,
202500782,赴聊城海洋生态实践团,校级重点团队,海洋生态保护宣传,校团委,2026-07-08,2026-07-17,待审核,,
202500783,赴东营汽车产业实践团,院级重点团队,汽车产业链调研,校团委,2026-07-03,2026-07-24,通过,吴敏,佐证材料完整，予以通过
202500784,赴潍坊海洋生态实践团,校级重点团队,海洋生态保护宣传,汽车工程学院,2026-07-07,2026-07-25,通过,吴敏,材料齐全，同意认定
202500785,赴聊城科技支农实践团,校级重点团队,科技支农帮扶,校团委,2026-07-08,2026-07-19,通过,吴敏,符合认定条件，通过
202500786,赴烟台科技支农实践团,院级重点团队,科技支农帮扶,威海团市委,2026-07-01,2026-07-22,待审核,,
202500787,赴枣庄科技支农实践团,企业实习实践,科技支农帮扶,汽车工程学院,2026-07-10,2026-07-26,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500788,赴枣庄企业走访实践团,自主实践团队,企业走访见习,威海团市委,2026-07-03,2026-07-27,通过,吴敏,材料齐全，同意认定
202500789,赴日照海洋生态实践团,企业实习实践,海洋生态保护宣传,汽车工程学院,2026-07-06,2026-07-23,通过,吴敏,符合认定条件，通过
202500790,赴临沂红色基地实践团,校级重点团队,红色基地研学,校团委,2026-07-10,2026-07-16,通过,吴敏,符合认定条件，通过
202500791,赴德州海洋生态实践团,自主实践团队,海洋生态保护宣传,威海团市委,2026-07-04,2026-07-21,驳回,吴敏,认定依据不足，请补充说明材料
202500792,赴烟台关爱留守实践团,返家乡实践,关爱留守儿童,校团委,2026-07-06,2026-07-24,驳回,吴敏,盖章缺失，请重新上传完整材料
202500793,赴枣庄社区志愿实践团,返家乡实践,社区志愿服务,威海团市委,2026-07-04,2026-07-27,待审核,,
202500794,赴聊城企业走访实践团,院级重点团队,企业走访见习,汽车工程学院,2026-07-09,2026-07-22,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500795,赴枣庄企业走访实践团,企业实习实践,企业走访见习,校团委,2026-07-09,2026-07-26,通过,吴敏,佐证材料完整，予以通过
202500796,赴聊城汽车产业实践团,企业实习实践,汽车产业链调研,威海团市委,2026-07-08,2026-07-27,通过,吴敏,符合认定条件，通过
202500797,赴济南黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-05,2026-07-19,待审核,,
202500798,赴潍坊黄河流域实践团,返家乡实践,黄河流域生态考察,威海团市委,2026-07-08,2026-07-23,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500799,赴德州关爱留守实践团,校级重点团队,关爱留守儿童,汽车工程学院,2026-07-03,2026-07-22,待审核,,
202500800,赴青岛红色基因实践团,院级重点团队,红色基因传承,校团委,2026-07-05,2026-07-21,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500801,赴东营海洋生态实践团,返家乡实践,海洋生态保护宣传,威海团市委,2026-07-09,2026-07-24,驳回,吴敏,时间信息有误，请核对后重新提交
