学号,荣誉名称,级别,授予单位,获得日期,状态,审核人,审核意见
202400510,校园十佳志愿者,校级,学校,2024-06-07,待院长审批,孙丽华,初审通过，转院长审批
202400511,优秀共青团员,校级,汽车工程学院,2025-02-16,通过,孙丽华,佐证材料完整，予以通过
202400512,国家励志奖学金,国家级,学校,2024-07-15,待院长审批,孙丽华,初审通过，转院长审批
202400512,社会实践先进个人,校级,汽车工程学院,2026-06-11,驳回,孙丽华,认定依据不足，请补充说明材料
202400513,军训优秀学员,院级,汽车工程学院,2024-05-21,待审核,,
202400514,校一等奖学金,校级,校团委,2026-06-15,待审核,,
202400514,社会实践先进个人,校级,汽车工程学院,2025-11-12,通过,孙丽华,材料齐全，同意认定
202400515,优秀共青团干部,校级,学校,2025-05-25,待审核,,
202400515,社会实践先进个人,校级,学校,2026-04-05,通过,孙丽华,佐证材料完整，予以通过
202400516,军训优秀学员,院级,校团委,2026-06-26,待审核,,
202400516,校一等奖学金,校级,学校,2024-10-09,通过,孙丽华,佐证材料完整，予以通过
202400517,优秀共青团干部,校级,校团委,2024-11-25,待审核,,
202400518,社会实践先进个人,校级,汽车工程学院,2025-08-24,通过,孙丽华,符合认定条件，通过
202400518,国家奖学金,国家级,学生工作处,2024-04-15,通过,孙丽华,佐证材料完整，予以通过
202400519,校优秀学生干部,校级,学校,2026-07-20,通过,孙丽华,佐证材料完整，予以通过
202400520,校园十佳志愿者,校级,校团委,2026-08-12,待审核,,
202400521,校二等奖学金,校级,校团委,2025-06-24,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400522,优秀共青团员,校级,学校,2024-05-25,通过,孙丽华,材料齐全，同意认定
202400523,优秀共青团员,校级,汽车工程学院,2026-07-25,通过,孙丽华,材料齐全，同意认定
202400523,校一等奖学金,校级,汽车工程学院,2025-03-06,待审核,,
202400524,优秀共青团干部,校级,校团委,2025-05-09,待审核,,
202400525,校二等奖学金,校级,汽车工程学院,2025-05-12,通过,孙丽华,佐证材料完整，予以通过
202400526,社会实践先进个人,校级,学生工作处,2026-03-16,通过,孙丽华,材料齐全，同意认定
202400527,军训优秀学员,院级,校团委,2026-07-02,通过,孙丽华,材料齐全，同意认定
202400528,社会实践先进个人,校级,校团委,2024-09-24,通过,孙丽华,符合认定条件，通过
202400529,校三好学生,校级,学生工作处,2026-04-03,待审核,,
202400529,优秀共青团干部,校级,汽车工程学院,2026-08-28,通过,孙丽华,佐证材料完整，予以通过
202400530,校三等奖学金,校级,学生工作处,2024-05-24,驳回,孙丽华,认定依据不足，请补充说明材料
202400530,优秀共青团干部,校级,汽车工程学院,2025-10-23,通过,孙丽华,材料齐全，同意认定
202400531,国家励志奖学金,国家级,学校,2024-07-24,通过,孙丽华,符合认定条件，通过
202400532,校一等奖学金,校级,学校,2026-07-14,待院长审批,孙丽华,初审通过，转院长审批
202400533,优秀共青团员,校级,汽车工程学院,2024-06-13,通过,孙丽华,佐证材料完整，予以通过
202400533,优秀共青团干部,校级,学生工作处,2024-05-13,通过,孙丽华,符合认定条件，通过
202400534,校三好学生,校级,汽车工程学院,2025-01-25,通过,孙丽华,材料齐全，同意认定
202400534,校园十佳志愿者,校级,学校,2026-06-23,待审核,,
202400535,校园十佳志愿者,校级,汽车工程学院,2026-07-04,驳回,孙丽华,认定依据不足，请补充说明材料
202400535,优秀共青团干部,校级,学生工作处,2025-08-03,通过,孙丽华,材料齐全，同意认定
202400536,校三等奖学金,校级,学校,2024-08-03,待审核,,
202400537,社会实践先进个人,校级,汽车工程学院,2024-02-06,通过,孙丽华,符合认定条件，通过
202400537,校三好学生,校级,学生工作处,2026-02-01,通过,孙丽华,材料齐全，同意认定
202400538,校二等奖学金,校级,学校,2025-01-19,通过,孙丽华,佐证材料完整，予以通过
202400538,校二等奖学金,校级,学校,2025-04-05,通过,孙丽华,符合认定条件，通过
202400539,优秀共青团员,校级,学生工作处,2026-08-03,通过,孙丽华,材料齐全，同意认定
202400539,校一等奖学金,校级,学校,2025-08-09,待审核,,
202400540,校二等奖学金,校级,校团委,2026-08-22,通过,孙丽华,符合认定条件，通过
202400540,优秀共青团干部,校级,汽车工程学院,2025-10-25,待院长审批,孙丽华,初审通过，转院长审批
202400541,优秀共青团干部,校级,汽车工程学院,2025-06-14,待审核,,
202400541,校三好学生,校级,汽车工程学院,2024-02-27,通过,孙丽华,佐证材料完整，予以通过
202400542,国家奖学金,国家级,学生工作处,2026-03-08,公示中,孙丽华,符合认定条件，通过
202400542,军训优秀学员,院级,校团委,2024-12-20,通过,孙丽华,符合认定条件，通过
202400543,国家奖学金,国家级,学校,2024-10-23,驳回,孙丽华,盖章缺失，请重新上传完整材料
202400544,校三等奖学金,校级,校团委,2025-06-21,通过,孙丽华,材料齐全，同意认定
202400544,校园十佳志愿者,校级,汽车工程学院,2024-10-26,驳回,孙丽华,盖章缺失，请重新上传完整材料
202400545,校二等奖学金,校级,校团委,2026-06-25,通过,孙丽华,符合认定条件，通过
202400546,社会实践先进个人,校级,学校,2024-08-10,待审核,,
202400547,优秀共青团员,校级,学生工作处,2024-07-25,通过,孙丽华,材料齐全，同意认定
202400548,校优秀学生干部,校级,汽车工程学院,2025-01-04,待院长审批,孙丽华,初审通过，转院长审批
202400548,社会实践先进个人,校级,汽车工程学院,2024-06-14,公示中,孙丽华,佐证材料完整，予以通过
202400549,校一等奖学金,校级,学校,2024-09-27,通过,孙丽华,材料齐全，同意认定
202400550,优秀共青团员,校级,汽车工程学院,2024-03-27,通过,孙丽华,材料齐全，同意认定
202400551,校三好学生,校级,校团委,2024-10-12,通过,孙丽华,佐证材料完整，予以通过
202400552,校三好学生,校级,汽车工程学院,2025-03-07,通过,孙丽华,符合认定条件，通过
202400553,校优秀学生干部,校级,校团委,2026-06-04,通过,孙丽华,佐证材料完整，予以通过
202400553,校二等奖学金,校级,校团委,2025-03-03,通过,孙丽华,材料齐全，同意认定
202400554,校二等奖学金,校级,校团委,2026-05-21,驳回,孙丽华,盖章缺失，请重新上传完整材料
202400555,军训优秀学员,院级,汽车工程学院,2025-11-19,通过,孙丽华,材料齐全，同意认定
202400556,国家励志奖学金,国家级,汽车工程学院,2026-05-09,通过,孙丽华,佐证材料完整，予以通过
202400556,校三好学生,校级,学校,2025-03-23,通过,孙丽华,符合认定条件，通过
202400557,优秀共青团员,校级,汽车工程学院,2024-10-22,驳回,孙丽华,材料不完整，请补充佐证后重新提交
202400557,国家奖学金,国家级,汽车工程学院,2025-08-02,待审核,,
202400558,校三等奖学金,校级,校团委,2024-10-06,驳回,孙丽华,时间信息有误，请核对后重新提交
202400559,军训优秀学员,院级,学校,2024-03-17,待审核,,
202400559,校优秀学生干部,校级,学生工作处,2025-07-20,通过,孙丽华,材料齐全，同意认定
202400560,社会实践先进个人,校级,校团委,2026-04-27,待院长审批,孙丽华,初审通过，转院长审批
202400560,社会实践先进个人,校级,汽车工程学院,2026-04-26,通过,孙丽华,材料齐全，同意认定
202400561,优秀共青团员,校级,校团委,2026-03-16,通过,孙丽华,佐证材料完整，予以通过
202400561,校三等奖学金,校级,校团委,2024-01-08,通过,孙丽华,佐证材料完整，予以通过
202400562,军训优秀学员,院级,学校,2026-07-12,通过,孙丽华,佐证材料完整，予以通过
202400563,国家奖学金,国家级,校团委,2026-02-14,待审核,,
202400563,军训优秀学员,院级,学校,2024-03-03,通过,孙丽华,佐证材料完整，予以通过
202400564,校二等奖学金,校级,学生工作处,2025-12-22,待院长审批,孙丽华,初审通过，转院长审批
202400565,国家励志奖学金,国家级,学校,2025-11-05,待审核,,
202400565,校园十佳志愿者,校级,学校,2026-08-27,通过,孙丽华,佐证材料完整，予以通过
202400566,优秀共青团员,校级,学校,2025-08-20,通过,孙丽华,符合认定条件，通过
202400567,校三等奖学金,校级,汽车工程学院,2024-12-12,通过,孙丽华,佐证材料完整，予以通过
202400568,校二等奖学金,校级,校团委,2025-05-05,通过,孙丽华,材料齐全，同意认定
202400569,军训优秀学员,院级,汽车工程学院,2024-03-16,待审核,,
202400570,校一等奖学金,校级,汽车工程学院,2025-01-17,通过,孙丽华,佐证材料完整，予以通过
202400570,校一等奖学金,校级,汽车工程学院,2025-04-04,驳回,孙丽华,认定依据不足，请补充说明材料
202400571,优秀共青团员,校级,学校,2024-10-18,通过,钱雅琴,材料齐全，同意认定
202400571,校三好学生,校级,学生工作处,2024-06-28,通过,钱雅琴,佐证材料完整，予以通过
202400572,校一等奖学金,校级,校团委,2024-07-08,驳回,钱雅琴,时间信息有误，请核对后重新提交
202400573,校优秀学生干部,校级,学校,2026-07-28,通过,钱雅琴,符合认定条件，通过
202400574,校一等奖学金,校级,汽车工程学院,2026-07-04,通过,钱雅琴,材料齐全，同意认定
202400574,校一等奖学金,校级,学生工作处,2025-04-11,公示中,钱雅琴,佐证材料完整，予以通过
202400575,校三等奖学金,校级,校团委,2025-09-23,驳回,钱雅琴,时间信息有误，请核对后重新提交
202400575,校三好学生,校级,校团委,2024-12-23,通过,钱雅琴,符合认定条件，通过
202400576,国家励志奖学金,国家级,汽车工程学院,2026-05-11,待审核,,
202400576,优秀共青团员,校级,学校,2025-10-28,通过,钱雅琴,材料齐全，同意认定
202400577,优秀共青团干部,校级,汽车工程学院,2026-07-07,驳回,钱雅琴,时间信息有误，请核对后重新提交
202400578,国家励志奖学金,国家级,学生工作处,2024-11-05,通过,钱雅琴,材料齐全，同意认定
202400578,校一等奖学金,校级,学生工作处,2026-06-04,通过,钱雅琴,符合认定条件，通过
202400579,国家奖学金,国家级,校团委,2025-04-20,通过,钱雅琴,材料齐全，同意认定
202400580,社会实践先进个人,校级,学生工作处,2026-03-28,公示中,钱雅琴,材料齐全，同意认定
202400581,校园十佳志愿者,校级,校团委,2024-10-01,通过,钱雅琴,材料齐全，同意认定
202400581,校优秀学生干部,校级,汽车工程学院,2026-01-26,待院长审批,钱雅琴,初审通过，转院长审批
202400582,校二等奖学金,校级,学生工作处,2024-12-16,通过,钱雅琴,材料齐全，同意认定
202400582,校三等奖学金,校级,学校,2024-05-16,通过,钱雅琴,佐证材料完整，予以通过
202400583,优秀共青团干部,校级,学校,2024-10-15,通过,钱雅琴,材料齐全，同意认定
202400583,优秀共青团员,校级,校团委,2024-04-07,通过,钱雅琴,佐证材料完整，予以通过
202400584,校三好学生,校级,学生工作处,2024-10-18,待院长审批,钱雅琴,初审通过，转院长审批
202400585,校二等奖学金,校级,汽车工程学院,2024-06-23,待审核,,
202400585,优秀共青团干部,校级,校团委,2025-09-02,通过,钱雅琴,符合认定条件，通过
202400586,校一等奖学金,校级,汽车工程学院,2025-05-24,待审核,,
202400586,国家励志奖学金,国家级,汽车工程学院,2026-08-05,待审核,,
202400587,校园十佳志愿者,校级,校团委,2025-06-03,通过,钱雅琴,符合认定条件，通过
202400588,国家奖学金,国家级,学生工作处,2025-10-24,通过,钱雅琴,佐证材料完整，予以通过
202400588,国家励志奖学金,国家级,学生工作处,2026-07-11,待审核,,
202400589,社会实践先进个人,校级,学校,2026-04-04,通过,钱雅琴,材料齐全，同意认定
202400589,校园十佳志愿者,校级,学校,2024-04-03,通过,钱雅琴,材料齐全，同意认定
202400590,校优秀学生干部,校级,汽车工程学院,2024-12-08,通过,钱雅琴,佐证材料完整，予以通过
202400590,校一等奖学金,校级,学校,2024-02-28,通过,钱雅琴,材料齐全，同意认定
202400591,校二等奖学金,校级,校团委,2024-11-23,通过,钱雅琴,佐证材料完整，予以通过
202400592,国家励志奖学金,国家级,学生工作处,2026-04-16,通过,钱雅琴,符合认定条件，通过
202400593,校三好学生,校级,学校,2025-06-27,驳回,钱雅琴,材料不完整，请补充佐证后重新提交
202400594,校二等奖学金,校级,学校,2026-06-10,通过,钱雅琴,材料齐全，同意认定
202400594,校一等奖学金,校级,学生工作处,2024-12-03,通过,钱雅琴,佐证材料完整，予以通过
202400595,国家励志奖学金,国家级,学校,2024-06-17,公示中,钱雅琴,符合认定条件，通过
202400595,校三好学生,校级,汽车工程学院,2026-02-07,驳回,钱雅琴,盖章缺失，请重新上传完整材料
202400596,校三好学生,校级,校团委,2024-12-17,通过,钱雅琴,佐证材料完整，予以通过
202400596,校三好学生,校级,汽车工程学院,2026-03-05,通过,钱雅琴,佐证材料完整，予以通过
202400597,校优秀学生干部,校级,学生工作处,2024-09-15,公示中,钱雅琴,符合认定条件，通过
202400597,优秀共青团干部,校级,学校,2024-11-14,通过,钱雅琴,佐证材料完整，予以通过
202400598,校三好学生,校级,学生工作处,2024-02-03,通过,钱雅琴,佐证材料完整，予以通过
202400598,校一等奖学金,校级,校团委,2026-01-02,通过,钱雅琴,材料齐全，同意认定
202400599,优秀共青团干部,校级,学校,2026-03-16,通过,钱雅琴,符合认定条件，通过
202400600,校三好学生,校级,学校,2025-07-01,驳回,钱雅琴,盖章缺失，请重新上传完整材料
202500601,校三等奖学金,校级,汽车工程学院,2026-08-17,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500602,校二等奖学金,校级,学生工作处,2026-01-24,待审核,,
202500603,校优秀学生干部,校级,学校,2026-05-21,通过,陈晓宇,佐证材料完整，予以通过
202500604,校三好学生,校级,校团委,2026-06-14,待审核,,
202500605,校三好学生,校级,汽车工程学院,2026-05-10,通过,陈晓宇,佐证材料完整，予以通过
202500606,校一等奖学金,校级,学生工作处,2026-02-18,公示中,陈晓宇,材料齐全，同意认定
202500607,优秀共青团员,校级,校团委,2026-05-07,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500608,优秀共青团员,校级,学校,2025-12-01,通过,陈晓宇,材料齐全，同意认定
202500609,校二等奖学金,校级,汽车工程学院,2026-08-17,通过,陈晓宇,材料齐全，同意认定
202500610,校三等奖学金,校级,学校,2025-07-09,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500611,国家励志奖学金,国家级,汽车工程学院,2025-05-27,通过,陈晓宇,佐证材料完整，予以通过
202500612,社会实践先进个人,校级,汽车工程学院,2026-05-13,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500613,校一等奖学金,校级,学生工作处,2026-05-04,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500614,国家励志奖学金,国家级,汽车工程学院,2026-01-15,通过,陈晓宇,佐证材料完整，予以通过
202500615,国家奖学金,国家级,汽车工程学院,2025-01-05,公示中,陈晓宇,材料齐全，同意认定
202500616,优秀共青团干部,校级,学生工作处,2026-07-26,通过,陈晓宇,材料齐全，同意认定
202500617,校二等奖学金,校级,学校,2026-03-20,驳回,陈晓宇,认定依据不足，请补充说明材料
202500618,优秀共青团员,校级,校团委,2025-02-06,通过,陈晓宇,符合认定条件，通过
202500619,军训优秀学员,院级,学生工作处,2026-08-15,待审核,,
202500620,校园十佳志愿者,校级,汽车工程学院,2025-07-05,通过,陈晓宇,符合认定条件，通过
202500621,校优秀学生干部,校级,汽车工程学院,2025-03-23,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500622,国家奖学金,国家级,汽车工程学院,2025-09-28,待审核,,
202500623,优秀共青团员,校级,学生工作处,2025-03-08,通过,陈晓宇,佐证材料完整，予以通过
202500624,校三好学生,校级,校团委,2026-02-20,通过,陈晓宇,符合认定条件，通过
202500625,优秀共青团员,校级,汽车工程学院,2025-08-13,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500626,国家奖学金,国家级,学生工作处,2025-03-19,通过,陈晓宇,符合认定条件，通过
202500627,校优秀学生干部,校级,汽车工程学院,2026-03-23,通过,陈晓宇,佐证材料完整，予以通过
202500628,校三好学生,校级,校团委,2026-03-04,通过,陈晓宇,材料齐全，同意认定
202500629,优秀共青团员,校级,校团委,2025-05-08,通过,陈晓宇,材料齐全，同意认定
202500630,校一等奖学金,校级,学生工作处,2026-07-14,待审核,,
202500631,优秀共青团员,校级,学校,2026-05-06,通过,陈晓宇,符合认定条件，通过
202500632,校园十佳志愿者,校级,学生工作处,2026-02-27,通过,陈晓宇,符合认定条件，通过
202500633,校二等奖学金,校级,学生工作处,2026-06-11,驳回,陈晓宇,认定依据不足，请补充说明材料
202500634,国家励志奖学金,国家级,学生工作处,2025-04-20,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500635,社会实践先进个人,校级,学生工作处,2026-04-19,通过,陈晓宇,材料齐全，同意认定
202500636,校园十佳志愿者,校级,汽车工程学院,2026-02-10,驳回,陈晓宇,认定依据不足，请补充说明材料
202500637,校三等奖学金,校级,校团委,2025-08-25,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500638,国家励志奖学金,国家级,汽车工程学院,2026-02-27,驳回,陈晓宇,认定依据不足，请补充说明材料
202500639,校二等奖学金,校级,学校,2026-06-05,驳回,陈晓宇,认定依据不足，请补充说明材料
202500640,国家励志奖学金,国家级,学生工作处,2025-09-09,待审核,,
202500641,校园十佳志愿者,校级,学校,2026-06-15,驳回,陈晓宇,认定依据不足，请补充说明材料
202500642,国家励志奖学金,国家级,学校,2025-07-12,通过,陈晓宇,符合认定条件，通过
202500643,优秀共青团干部,校级,校团委,2025-02-13,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500644,校三等奖学金,校级,学校,2025-08-15,待审核,,
202500645,校优秀学生干部,校级,学生工作处,2025-11-22,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500646,国家励志奖学金,国家级,校团委,2025-05-24,通过,陈晓宇,佐证材料完整，予以通过
202500647,国家奖学金,国家级,校团委,2026-03-14,通过,陈晓宇,符合认定条件，通过
202500648,校优秀学生干部,校级,学生工作处,2025-03-03,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500649,校三好学生,校级,学生工作处,2025-12-11,驳回,陈晓宇,认定依据不足，请补充说明材料
202500650,校园十佳志愿者,校级,汽车工程学院,2025-04-26,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500651,优秀共青团员,校级,汽车工程学院,2025-06-01,通过,陈晓宇,符合认定条件，通过
202500652,国家奖学金,国家级,学生工作处,2025-12-03,通过,陈晓宇,材料齐全，同意认定
202500653,校一等奖学金,校级,学校,2025-04-07,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500654,优秀共青团员,校级,学校,2025-01-23,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500655,社会实践先进个人,校级,学校,2026-07-20,待审核,,
202500656,校优秀学生干部,校级,校团委,2026-05-10,通过,陈晓宇,佐证材料完整，予以通过
202500657,优秀共青团员,校级,汽车工程学院,2026-05-02,公示中,陈晓宇,符合认定条件，通过
202500658,国家奖学金,国家级,校团委,2025-06-27,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500659,校园十佳志愿者,校级,学校,2025-02-24,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500660,优秀共青团干部,校级,汽车工程学院,2026-07-03,通过,陈晓宇,符合认定条件，通过
202500661,校三等奖学金,校级,汽车工程学院,2026-05-28,通过,陈晓宇,符合认定条件，通过
202500662,军训优秀学员,院级,学校,2026-06-09,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500663,校一等奖学金,校级,学校,2025-12-04,通过,陈晓宇,符合认定条件，通过
202500664,社会实践先进个人,校级,汽车工程学院,2025-07-13,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500665,校二等奖学金,校级,学生工作处,2026-04-25,待审核,,
202500666,校三等奖学金,校级,校团委,2025-02-26,通过,陈晓宇,材料齐全，同意认定
202500667,校园十佳志愿者,校级,学生工作处,2026-06-20,通过,陈晓宇,符合认定条件，通过
202500668,校园十佳志愿者,校级,汽车工程学院,2025-01-23,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500669,军训优秀学员,院级,学生工作处,2026-03-25,通过,陈晓宇,佐证材料完整，予以通过
202500670,校优秀学生干部,校级,学生工作处,2026-07-28,待审核,,
202500671,校优秀学生干部,校级,汽车工程学院,2026-04-01,通过,陈晓宇,符合认定条件，通过
202500672,校二等奖学金,校级,学生工作处,2026-06-27,通过,陈晓宇,符合认定条件，通过
202500673,国家奖学金,国家级,校团委,2025-01-10,通过,陈晓宇,材料齐全，同意认定
202500674,国家奖学金,国家级,学生工作处,2025-03-21,通过,陈晓宇,佐证材料完整，予以通过
202500675,校优秀学生干部,校级,汽车工程学院,2026-06-22,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500676,军训优秀学员,院级,学校,2025-02-13,通过,陈晓宇,材料齐全，同意认定
202500677,校二等奖学金,校级,学生工作处,2025-02-18,通过,陈晓宇,佐证材料完整，予以通过
202500678,校三好学生,校级,学生工作处,2026-03-03,通过,陈晓宇,佐证材料完整，予以通过
202500679,校三等奖学金,校级,学校,2026-07-12,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500680,军训优秀学员,院级,汽车工程学院,2025-06-19,待审核,,
202500681,优秀共青团干部,校级,校团委,2026-05-14,通过,陈晓宇,符合认定条件，通过
202500682,国家奖学金,国家级,学生工作处,2026-05-22,通过,陈晓宇,符合认定条件，通过
202500683,校一等奖学金,校级,学生工作处,2026-06-27,通过,陈晓宇,符合认定条件，通过
202500684,校一等奖学金,校级,学校,2026-07-04,通过,陈晓宇,材料齐全，同意认定
202500685,校三等奖学金,校级,汽车工程学院,2026-02-25,待审核,,
202500686,军训优秀学员,院级,学生工作处,2025-05-03,通过,陈晓宇,符合认定条件，通过
202500687,优秀共青团干部,校级,学校,2025-12-19,通过,陈晓宇,材料齐全，同意认定
202500688,校园十佳志愿者,校级,校团委,2026-06-26,待审核,,
202500689,国家励志奖学金,国家级,学校,2025-08-10,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500690,校园十佳志愿者,校级,汽车工程学院,2026-04-16,通过,陈晓宇,佐证材料完整，予以通过
202500691,校二等奖学金,校级,校团委,2025-04-18,待审核,,
202500692,优秀共青团干部,校级,学生工作处,2025-06-12,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500693,校优秀学生干部,校级,汽车工程学院,2025-08-03,驳回,陈晓宇,认定依据不足，请补充说明材料
202500694,社会实践先进个人,校级,汽车工程学院,2026-04-25,待院长审批,陈晓宇,初审通过，转院长审批
202500695,优秀共青团员,校级,汽车工程学院,2025-05-18,待审核,,
202500696,校园十佳志愿者,校级,学校,2026-08-28,通过,陈晓宇,符合认定条件，通过
202500697,社会实践先进个人,校级,汽车工程学院,2025-09-09,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500698,校优秀学生干部,校级,校团委,2025-04-27,通过,陈晓宇,佐证材料完整，予以通过
202500699,校园十佳志愿者,校级,校团委,2025-05-06,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500700,校三等奖学金,校级,学校,2026-04-16,通过,陈晓宇,佐证材料完整，予以通过
202500701,优秀共青团员,校级,学校,2026-02-27,通过,陈晓宇,符合认定条件，通过
202500702,国家励志奖学金,国家级,学校,2025-06-15,通过,陈晓宇,材料齐全，同意认定
202500703,校优秀学生干部,校级,学校,2026-04-17,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500704,校优秀学生干部,校级,学校,2026-08-16,通过,陈晓宇,符合认定条件，通过
202500705,优秀共青团员,校级,学校,2025-05-27,驳回,陈晓宇,认定依据不足，请补充说明材料
202500706,优秀共青团干部,校级,汽车工程学院,2026-01-27,通过,陈晓宇,材料齐全，同意认定
202500707,校三等奖学金,校级,学校,2026-07-09,待审核,,
202500708,校三好学生,校级,学生工作处,2026-05-17,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500709,校园十佳志愿者,校级,学生工作处,2025-12-18,通过,陈晓宇,符合认定条件，通过
202500710,国家奖学金,国家级,校团委,2026-08-03,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500711,校二等奖学金,校级,学校,2026-06-02,通过,陈晓宇,材料齐全，同意认定
202500712,优秀共青团员,校级,学生工作处,2025-10-10,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500713,校园十佳志愿者,校级,学校,2025-09-19,通过,陈晓宇,符合认定条件，通过
202500714,国家奖学金,国家级,汽车工程学院,2026-07-13,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500715,社会实践先进个人,校级,学生工作处,2026-05-19,待院长审批,陈晓宇,初审通过，转院长审批
202500716,军训优秀学员,院级,校团委,2025-07-25,待审核,,
202500717,校优秀学生干部,校级,校团委,2026-06-11,待审核,,
202500718,优秀共青团干部,校级,汽车工程学院,2025-04-05,待院长审批,陈晓宇,初审通过，转院长审批
202500719,军训优秀学员,院级,校团委,2025-04-28,通过,陈晓宇,佐证材料完整，予以通过
202500720,校三等奖学金,校级,学生工作处,2025-11-21,驳回,陈晓宇,盖章缺失，请重新上传完整材料
202500721,校三等奖学金,校级,汽车工程学院,2025-05-23,通过,陈晓宇,佐证材料完整，予以通过
202500722,国家励志奖学金,国家级,校团委,2025-12-02,通过,陈晓宇,材料齐全，同意认定
202500723,社会实践先进个人,校级,学生工作处,2025-04-20,通过,陈晓宇,佐证材料完整，予以通过
202500724,校三好学生,校级,校团委,2025-03-26,通过,陈晓宇,材料齐全，同意认定
202500725,国家励志奖学金,国家级,校团委,2026-07-09,待审核,,
202500726,优秀共青团干部,校级,学生工作处,2026-01-12,待审核,,
202500727,优秀共青团员,校级,汽车工程学院,2026-06-28,通过,陈晓宇,佐证材料完整，予以通过
202500728,校一等奖学金,校级,校团委,2026-07-23,通过,陈晓宇,材料齐全，同意认定
202500729,国家奖学金,国家级,汽车工程学院,2026-07-08,通过,陈晓宇,符合认定条件，通过
202500730,国家奖学金,国家级,校团委,2026-03-16,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500731,校一等奖学金,校级,校团委,2026-03-14,通过,陈晓宇,符合认定条件，通过
202500732,校一等奖学金,校级,学生工作处,2026-01-21,驳回,陈晓宇,材料不完整，请补充佐证后重新提交
202500733,社会实践先进个人,校级,校团委,2025-09-06,公示中,陈晓宇,佐证材料完整，予以通过
202500734,校园十佳志愿者,校级,汽车工程学院,2026-04-20,通过,陈晓宇,材料齐全，同意认定
202500735,国家励志奖学金,国家级,汽车工程学院,2026-08-21,驳回,陈晓宇,时间信息有误，请核对后重新提交
202500736,优秀共青团员,校级,校团委,2025-08-26,通过,陈晓宇,符合认定条件，通过
202500737,校三等奖学金,校级,校团委,2026-08-24,通过,吴敏,符合认定条件，通过
202500738,校优秀学生干部,校级,汽车工程学院,2026-01-05,待审核,,
202500739,校二等奖学金,校级,学校,2026-07-14,通过,吴敏,材料齐全，同意认定
202500740,校园十佳志愿者,校级,校团委,2026-01-18,待审核,,
202500741,社会实践先进个人,校级,学校,2026-03-18,待审核,,
202500742,国家奖学金,国家级,学校,2026-02-27,驳回,吴敏,时间信息有误，请核对后重新提交
202500743,优秀共青团干部,校级,校团委,2026-04-16,驳回,吴敏,盖章缺失，请重新上传完整材料
202500744,优秀共青团干部,校级,学校,2025-06-21,待审核,,
202500745,校优秀学生干部,校级,学生工作处,2025-12-05,驳回,吴敏,认定依据不足，请补充说明材料
202500746,校三好学生,校级,汽车工程学院,2026-03-21,驳回,吴敏,盖章缺失，请重新上传完整材料
202500747,优秀共青团员,校级,学校,2025-09-01,通过,吴敏,材料齐全，同意认定
202500748,校三好学生,校级,校团委,2026-01-26,通过,吴敏,佐证材料完整，予以通过
202500749,校三等奖学金,校级,校团委,2025-04-09,驳回,吴敏,时间信息有误，请核对后重新提交
202500750,国家励志奖学金,国家级,学生工作处,2026-04-14,待审核,,
202500751,校三好学生,校级,汽车工程学院,2026-06-07,驳回,吴敏,盖章缺失，请重新上传完整材料
202500752,校三等奖学金,校级,学校,2026-03-28,待审核,,
202500753,校二等奖学金,校级,学生工作处,2025-12-23,驳回,吴敏,材料不完整，请补充佐证后重新提交
202500754,国家奖学金,国家级,学生工作处,2025-04-03,驳回,吴敏,认定依据不足，请补充说明材料
202500755,校二等奖学金,校级,校团委,2026-01-14,通过,吴敏,材料齐全，同意认定
